trp_bandit_leaders_end_pl|bandit leaders end
trp_relative_of_merchant|当 地 僧 人 
trp_relative_of_merchants_end|relative of merchants end
trp_relative_of_merchants_end_pl|relative of merchants end
trp_dplmc_chamberlain|藏 奉 行 
trp_dplmc_chamberlain_pl|藏 奉 行 
trp_dplmc_constable|军 奉 行 
trp_dplmc_constable_pl|军 奉 行 
trp_dplmc_chancellor|总 奉 行 
trp_dplmc_chancellor_pl|总 奉 行 
trp_dplmc_messenger|信 使 
trp_dplmc_messenger_pl|信 使 
trp_dplmc_scout|斥 候 
trp_dplmc_scout_pl|斥 候 
trp_dplmc_recruiter|征 兵 人 
trp_dplmc_recruiter_pl|征 兵 人 
trp_stupid_asshole|演 武 士 
trp_stupid_asshole_pl|演 武 士 
trp_fort_troop_1_1|佐 渡 流 人 
trp_fort_troop_1_1_pl|佐 渡 流 人 
trp_fort_troop_2_1|外 国 逃 兵 
trp_fort_troop_2_1_pl|外 国 逃 兵 
trp_fort_troop_3_1|根 来 和 弓 众 
trp_fort_troop_3_1_pl|根 来 和 弓 众 
trp_fort_troop_4_1|比 叡 山 祈 祷 僧 
trp_fort_troop_4_1_pl|比 叡 山 祈 祷 僧 
trp_fort_troop_5_1|阿 依 努 民 兵 
trp_fort_troop_5_1_pl|阿 依 努 民 兵 
trp_fort_troop_6_1|阿 依 努 射 手 
trp_fort_troop_6_1_pl|阿 依 努 射 手 
trp_fort_troop_1_2|佐 渡 归 客 
trp_fort_troop_1_2_pl|佐 渡 归 客 
trp_fort_troop_2_2|资 深 外 国 逃 兵 
trp_fort_troop_2_2_pl|资 深 外 国 逃 兵 
trp_fort_troop_3_2|根 来 津 田 流 铁 炮 众 
trp_fort_troop_3_2_pl|根 来 津 田 流 铁 炮 众 
trp_fort_troop_4_2|比 叡 山 法 师 
trp_fort_troop_4_2_pl|比 叡 山 法 师 
trp_fort_troop_5_2|阿 依 努 步 兵 
trp_fort_troop_5_2_pl|阿 依 努 步 兵 
trp_fort_troop_6_2|阿 依 努 弓 手 
trp_fort_troop_6_2_pl|阿 依 努 弓 手 
trp_fort_troop_4_3|比 叡 山 苦 行 法 师 
trp_fort_troop_4_3_pl|比 叡 山 苦 行 法 师 
trp_fort_troops_end|fort troops end
trp_fort_troops_end_pl|fort troops en
trp_excess01|自 建 新 兵 
trp_excess01_pl|自 建 新 兵 
trp_excess02|自 建 新 兵 
trp_excess02_pl|自 建 新 兵 
trp_excess03|自 建 新 兵 
trp_excess03_pl|自 建 新 兵 
trp_excess04|自 建 步 兵 
trp_excess04_pl|自 建 步 兵 
trp_excess05|自 建 散 兵 
trp_excess05_pl|自 建 散 兵 
trp_excess06|熟 练 自 建 步 兵 
trp_excess06_pl|熟 练 自 建 步 兵 
trp_excess07|熟 练 自 建 散 兵 
trp_excess07_pl|熟 练 自 建 散 兵 
trp_excess08|资 深 自 建 步 兵 
trp_excess08_pl|资 深 自 建 步 兵 
trp_excess09|资 深 自 建 散 兵 
trp_excess09_pl|资 深 自 建 散 兵 
trp_excess10|精 锐 自 建 散 兵 
trp_excess10_pl|精 锐 自 建 散 兵 
trp_excess11|自 建 见 习 侍 从 
trp_excess11_pl|自 建 见 习 侍 从 
trp_excess12|自 建 侍 从 
trp_excess12_pl|自 建 侍 从 
trp_excess13|自 建 侍 从 射 手 
trp_excess13_pl|自 建 侍 从 射 手 
trp_excess14|资 深 自 建 侍 从 
trp_excess14_pl|资 深 自 建 侍 从 
trp_excess15|挂 甲 迅 猛 家 臣 
trp_excess15_pl|挂 甲 迅 猛 家 臣 
trp_excess16|自 建 铁 炮 武 士 
trp_excess16_pl|自 建 铁 炮 武 士 
trp_excess17|自 建 弓 武 士 
trp_excess17_pl|自 建 弓 武 士 
trp_excess18|自 建 军 官 
trp_excess18_pl|自 建 军 官 
trp_excess19|自 建 骑 马 军 官 
trp_excess19_pl|自 建 骑 马 军 官 
trp_excess20|自 建 铁 炮 队 长 
trp_excess20_pl|自 建 铁 炮 队 长 
trp_excess21|自 建 弓 队 长 
trp_excess21_pl|自 建 弓 队 长 
trp_excess22|自 建 亲 卫 
trp_excess22_pl|自 建 亲 卫 
trp_excess23|自 建 马 回 
trp_excess23_pl|自 建 马 回 
trp_excess24|流 寇 使 者 
trp_excess24_pl|流 寇 使 者 
trp_excess25|逃 兵 
trp_excess25_pl|逃 兵 
trp_excess26|狱 警 
trp_excess26_pl|狱 警 
trp_excess27|城 堡 守 卫 
trp_excess27_pl|城 堡 守 卫 
trp_excess28|城 堡 守 卫 
trp_excess28_pl|城 堡 守 卫 
trp_excess29|城 堡 守 卫 
trp_excess29_pl|城 堡 守 卫 
trp_excess30|自 建 新 兵 
trp_excess30_pl|自 建 新 兵 
trp_excess31|自 建 新 兵 
trp_excess31_pl|自 建 新 兵 
trp_excess32|自 建 新 兵 
trp_excess32_pl|自 建 新 兵 
trp_excess33|自 建 步 兵 
trp_excess33_pl|自 建 步 兵 
trp_excess34|自 建 散 兵 
trp_excess34_pl|自 建 散 兵 
trp_excess35|熟 练 自 建 步 兵 
trp_excess35_pl|熟 练 自 建 步 兵 
trp_excess36|熟 练 自 建 散 兵 
trp_excess36_pl|熟 练 自 建 散 兵 
trp_excess37|资 深 自 建 步 兵 
trp_excess37_pl|资 深 自 建 步 兵 
trp_excess38|资 深 自 建 散 兵 
trp_excess38_pl|资 深 自 建 散 兵 
trp_excess39|精 锐 自 建 散 兵 
trp_excess39_pl|精 锐 自 建 散 兵 
trp_excess40|自 建 见 习 侍 从 
trp_excess40_pl|自 建 见 习 侍 从 
trp_excess41|自 建 侍 从 
trp_excess41_pl|自 建 侍 从 
trp_excess42|自 建 侍 从 射 手 
trp_excess42_pl|自 建 侍 从 射 手 
trp_excess43|资 深 自 建 侍 从 
trp_excess43_pl|资 深 自 建 侍 从 
trp_excess44|骑 马 自 建 侍 从 
trp_excess44_pl|骑 马 自 建 侍 从 
trp_excess45|自 建 铁 炮 武 士 
trp_excess45_pl|自 建 铁 炮 武 士 
trp_excess46|自 建 弓 武 士 
trp_excess46_pl|自 建 弓 武 士 
trp_excess47|自 建 军 官 
trp_excess47_pl|自 建 军 官 
trp_excess48|自 建 骑 马 军 官 
trp_excess48_pl|自 建 骑 马 军 官 
trp_excess49|迅 猛 火 器 大 师 
trp_excess49_pl|迅 猛 火 器 大 师 
trp_excess50|自 建 弓 队 长 
trp_excess50_pl|自 建 弓 队 长 
trp_excess51|自 建 亲 卫 
trp_excess51_pl|自 建 亲 卫 
trp_excess52|自 建 马 回 
trp_excess52_pl|自 建 马 回 
trp_excess53|流 寇 使 者 
trp_excess53_pl|流 寇 使 者 
trp_excess54|逃 兵 
trp_excess54_pl|逃 兵 
trp_excess55|狱 警 
trp_excess55_pl|狱 警 
trp_excess56|城 堡 护 卫 
trp_excess56_pl|城 堡 护 卫 
trp_excess57|城 堡 护 卫 
trp_excess57_pl|城 堡 护 卫 
trp_excess58|城 堡 护 卫 
trp_excess58_pl|城 堡 护 卫 
trp_gekokujo_uesugi_nobori|越 后 旗 差 
trp_gekokujo_uesugi_nobori_pl|越 后 旗 差 
trp_gekokujo_date_nobori|仙 台 旗 差 
trp_gekokujo_date_nobori_pl|仙 台 旗 差 
trp_gekokujo_oda_nobori|伊 势 旗 差 
trp_gekokujo_oda_nobori_pl|伊 势 旗 差 
trp_gekokujo_mori_nobori|长 州 旗 差 
trp_gekokujo_mori_nobori_pl|长 州 旗 差 
trp_gekokujo_takeda_nobori|会 津 旗 差 
trp_gekokujo_takeda_nobori_pl|会 津 旗 差 
trp_gekokujo_tokugawa_nobori|德 川 旗 差 
trp_gekokujo_tokugawa_nobori_pl|德 川 旗 差 
trp_gekokujo_miyoshi_nobori|德 岛 旗 差 
trp_gekokujo_miyoshi_nobori_pl|德 岛 旗 差 
trp_gekokujo_amako_nobori|池 田 旗 差 
trp_gekokujo_amako_nobori_pl|池 田 旗 差 
trp_gekokujo_otomo_nobori|细 川 旗 差 
trp_gekokujo_otomo_nobori_pl|细 川 旗 差 
trp_rising_sun_hirosaki_nobori|弘 前 旗 差 
trp_rising_sun_hirosaki_nobori_pl|弘 前 旗 差 
trp_gekokujo_asakura_nobori|彦 根 旗 差 
trp_gekokujo_asakura_nobori_pl|彦 根 旗 差 
trp_gekokujo_chosokabe_nobori|土 佐 旗 差 
trp_gekokujo_chosokabe_nobori_pl|土 佐 旗 差 
trp_gekokujo_hojo_nobori|幕 府 旗 差 
trp_gekokujo_hojo_nobori_pl|幕 府 旗 差 
trp_gekokujo_mogami_nobori|久 保 田 旗 差 
trp_gekokujo_mogami_nobori_pl|久 保 田 旗 差 
trp_gekokujo_shimazu_nobori|萨 摩 旗 差 
trp_gekokujo_shimazu_nobori_pl|萨 摩 旗 差 
trp_gekokujo_ryuzoji_nobori|佐 贺 旗 差 
trp_gekokujo_ryuzoji_nobori_pl|佐 贺 旗 差 
trp_rising_sun_mito_nobori|水 户 旗 差 
trp_rising_sun_mito_nobori_pl|水 户 旗 差 
trp_gekokujo_satomi_nobori|房 总 旗 差 
trp_gekokujo_satomi_nobori_pl|房 总 旗 差 
trp_gekokujo_ukita_nobori|酒 井 旗 差 
trp_gekokujo_ukita_nobori_pl|酒 井 旗 差 
trp_gekokujo_ito_nobori|延 冈 旗 差 
trp_gekokujo_ito_nobori_pl|延 冈 旗 差 
trp_gekokujo_ashikaga_nobori|新 政 府 军 旗 差 
trp_gekokujo_ashikaga_nobori_pl|新 政 府 军 旗 差 
trp_gekokujo_nanbu_nobori|盛 冈 旗 差 
trp_gekokujo_nanbu_nobori_pl|盛 冈 旗 差 
trp_gekokujo_saito_nobori|大 垣 旗 差 
trp_gekokujo_saito_nobori_pl|大 垣 旗 差 
trp_gekokujo_akamatsu_nobori|福 冈 旗 差 
trp_gekokujo_akamatsu_nobori_pl|福 冈 旗 差 
trp_gekokujo_sokudo_nobori|旗 差 
trp_gekokujo_sokudo_nobori_pl|旗 差 
trp_gekokujo_uesugi_uma_ymi|新 选 组 
trp_gekokujo_uesugi_uma_ymi_pl|新 选 组 
trp_gekokujo_date_uma_ymi|新 选 组 
trp_gekokujo_date_uma_ymi_pl|新 选 组 
trp_gekokujo_oda_uma_ymi|伊 势 马 回 
trp_gekokujo_oda_uma_ymi_pl|伊 势 马 回 
trp_gekokujo_mori_uma_ymi|长 州 马 回 
trp_gekokujo_mori_uma_ymi_pl|长 州 马 回 
trp_gekokujo_takeda_uma_ymi|新 选 组 
trp_gekokujo_takeda_uma_ymi_pl|新 选 组 
trp_gekokujo_tokugawa_uma_ymi|新 选 组 
trp_gekokujo_tokugawa_uma_ymi_pl|新 选 组 
trp_gekokujo_miyoshi_uma_ymi|德 岛 马 回 
trp_gekokujo_miyoshi_uma_ymi_pl|德 岛 马 回 
trp_gekokujo_amako_uma_ymi|池 田 马 回 
trp_gekokujo_amako_uma_ymi_pl|池 田 马 回 
trp_gekokujo_otomo_uma_ymi|细 川 马 回 
trp_gekokujo_otomo_uma_ymi_pl|细 川 马 回 
trp_rising_sun_hirosaki_uma_ymi|弘 前 马 回 
trp_rising_sun_hirosaki_uma_ymi_pl|弘 前 马 回 
trp_gekokujo_asakura_uma_ymi|彦 根 马 回 
trp_gekokujo_asakura_uma_ymi_pl|彦 根 马 回 
trp_gekokujo_chosokabe_uma_ymi|土 佐 马 回 
trp_gekokujo_chosokabe_uma_ymi_pl|土 佐 马 回 
trp_gekokujo_hojo_uma_ymi|新 选 组 
trp_gekokujo_hojo_uma_ymi_pl|新 选 组 
trp_gekokujo_mogami_uma_ymi|新 选 组 
trp_gekokujo_mogami_uma_ymi_pl|新 选 组 
trp_gekokujo_shimazu_uma_ymi|萨 摩 马 回 
trp_gekokujo_shimazu_uma_ymi_pl|萨 摩 马 回 
trp_gekokujo_ryuzoji_uma_ymi|佐 贺 马 回 
trp_gekokujo_ryuzoji_uma_ymi_pl|佐 贺 马 回 
trp_rising_sun_mito_uma_ymi|新 选 组 
trp_rising_sun_mito_uma_ymi_pl|新 选 组 
trp_gekokujo_satomi_uma_ymi|新 选 组 
trp_gekokujo_satomi_uma_ymi_pl|新 选 组 
trp_gekokujo_ukita_uma_ymi|酒 井 马 回 
trp_gekokujo_ukita_uma_ymi_pl|酒 井 马 回 
trp_gekokujo_ikko_uma_ymi|Kaga 马 回 
trp_gekokujo_ikko_uma_ymi_pl|Kaga 马 回 
trp_gekokujo_ito_uma_ymi|延 冈 马 回 
trp_gekokujo_ito_uma_ymi_pl|延 冈 马 回 
trp_gekokujo_ashikaga_uma_ymi|精 锐 长 州 步 兵 
trp_gekokujo_ashikaga_uma_ymi_pl|精 锐 长 州 步 兵 
trp_gekokujo_nanbu_uma_ymi|新 选 组 
trp_gekokujo_nanbu_uma_ymi_pl|新 选 组 
trp_gekokujo_saito_uma_ymi|新 选 组 
trp_gekokujo_saito_uma_ymi_pl|新 选 组 
trp_gekokujo_akamatsu_uma_ymi|福 冈 马 回 
trp_gekokujo_akamatsu_uma_ymi_pl|福 冈 马 回 
trp_gekokujo_sokudo_uma_ymi|骑 马 铁 炮 队 
trp_gekokujo_sokudo_uma_ymi_pl|骑 马 铁 炮 队 
trp_Foreign_Sailor1|外 国 水 兵 
trp_Foreign_Sailor1_pl|外 国 水 兵 
trp_Foreign_Sailor2|外 国 水 兵 
trp_Foreign_Sailor2_pl|外 国 水 兵 
trp_Veteran_Hired_Skirmisher|资 深 雇 佣 散 兵 
trp_Veteran_Hired_Skirmisher_pl|资 深 雇 佣 散 兵 
trp_hired_agent_experienced|纪 州 忍 者 
trp_hired_agent_experienced_pl|纪 州 忍 者 
trp_Veteran_Hired_Rifleman|资 深 雇 佣 步 枪 兵 
trp_Veteran_Hired_Rifleman_pl|资 深 雇 佣 步 枪 兵 
trp_wooden_cannon|老 式 加 农 炮 
trp_wooden_cannon_pl|老 式 加 农 炮 
trp_parrot_gun|帕 罗 特 炮 
trp_parrot_gun_pl|帕 罗 特 炮 
trp_armstrong_gun|阿 姆 斯 特 朗 炮 
trp_armstrong_gun_pl|阿 姆 斯 特 朗 炮 
trp_gatling_gun|加 特 林 机 关 枪 
trp_gatling_gun_pl|加 特 林 机 关 枪 
trp_Foreign_Deserter|外 国 逃 兵 
trp_Foreign_Deserter_pl|外 国 逃 兵 
trp_Veteran_Foreign_Deserter|资 深 外 国 逃 兵 
trp_Veteran_Foreign_Deserter_pl|资 深 外 国 逃 兵 
trp_fort_troop_6_3|阿 依 努 族 弓 武 者 
trp_fort_troop_6_3_pl|阿 依 努 族 弓 武 者 
trp_tosa_riflemen|土 佐 步 枪 兵 
trp_tosa_riflemen_pl|土 佐 步 枪 兵 
trp_amerika_marines|美 国 海 军 陆 战 队 
trp_amerika_marines_pl|美 国 海 军 陆 战 队 
trp_british_marines|英 国 海 军 陆 战 队 
trp_british_marines_pl|英 国 海 军 陆 战 队 
trp_french_marines|法 国 海 军 陆 战 队 
trp_french_marines_pl|法 国 海 军 陆 战 队 
trp_Jozai_yugekitai|游 击 队 
trp_Jozai_yugekitai_pl|游 击 队 
trp_Choshu_kihetai|奇 兵 队 
trp_Choshu_kihetai_pl|奇 兵 队 
trp_Kyoto_Police|京 都 巡 捕 队 
trp_Kyoto_Police_pl|京 都 巡 捕 队 
trp_Shinsengumi_Police_Force|新 选 组 
trp_Shinsengumi_Police_Force_pl|新 选 组 
trp_White_Tiger_Force|白 虎 队 
trp_White_Tiger_Force_pl|白 虎 队 
trp_Black_Tortoise_Force|玄 武 队 
trp_Black_Tortoise_Force_pl|玄 武 队 
trp_Azure_Dragon_Force|青 龙 队 
trp_Azure_Dragon_Force_pl|青 龙 队 
trp_Vermilion_Bird_Force|朱 雀 队 
trp_Vermilion_Bird_Force_pl|朱 雀 队 
trp_tsu_kisho_ninja|纪 州 忍 者 
trp_tsu_kisho_ninja_pl|纪 州 忍 者 
