itm_no_item|无 效 项 目 
itm_spring61_m_melee_pl|斯 普 林 菲 尔 德 步 枪 
itm_spring22|斯 普 林 菲 尔 德 步 枪 
itm_spring22_pl|斯 普 林 菲 尔 德 步 枪 
itm_spring22_melee|斯 普 林 菲 尔 德 步 枪 
itm_spring22_melee_pl|斯 普 林 菲 尔 德 步 枪 
itm_spring22_m|斯 普 林 菲 尔 德 步 枪 
itm_spring22_m_pl|斯 普 林 菲 尔 德 步 枪 
itm_spring22_m_melee|斯 普 林 菲 尔 德 步 枪 
itm_spring22_m_melee_pl|斯 普 林 菲 尔 德 步 枪 
itm_gewehr|德 式 步 枪 (燧 发 )
itm_gewehr_pl|德 式 步 枪 (燧 发 )
itm_gewehr_melee|德 式 步 枪 (燧 发 )
itm_gewehr_melee_pl|德 式 步 枪 (燧 发 )
itm_gewehr_m|德 式 步 枪 (燧 发 )
itm_gewehr_m_pl|德 式 步 枪 (燧 发 )
itm_gewehr_m_melee|德 式 步 枪 (燧 发 )
itm_gewehr_m_melee_pl|德 式 步 枪 (燧 发 )
itm_gewehrc|德 式 步 枪 (击 发 )
itm_gewehrc_pl|德 式 步 枪 (击 发 )
itm_gewehrc_melee|德 式 步 枪 (击 发 )
itm_gewehrc_melee_pl|德 式 步 枪 (击 发 )
itm_gewehrc_m|德 式 步 枪 (击 发 )
itm_gewehrc_m_pl|德 式 步 枪 (击 发 )
itm_gewehrc_m_melee|德 式 步 枪 (击 发 )
itm_gewehrc_m_melee_pl|德 式 步 枪 (击 发 )
itm_charle|沙 勒 维 尔 火 枪 (燧 发 )
itm_charle_pl|沙 勒 维 尔 火 枪 (燧 发 )
itm_charle_melee|沙 勒 维 尔 火 枪 (燧 发 )
itm_charle_melee_pl|沙 勒 维 尔 火 枪 (燧 发 )
itm_charle_m|沙 勒 维 尔 火 枪 (燧 发 )
itm_charle_m_pl|沙 勒 维 尔 火 枪 (燧 发 )
itm_charle_m_melee|沙 勒 维 尔 火 枪 (燧 发 )
itm_charle_m_melee_pl|沙 勒 维 尔 火 枪 (燧 发 )
itm_charlec|沙 勒 维 尔 火 枪 (击 发 )
itm_charlec_pl|沙 勒 维 尔 火 枪 (击 发 )
itm_charlec_melee|沙 勒 维 尔 火 枪 (击 发 )
itm_charlec_melee_pl|沙 勒 维 尔 火 枪 (击 发 )
itm_charlec_m|沙 勒 维 尔 火 枪 (击 发 )
itm_charlec_m_pl|沙 勒 维 尔 火 枪 (击 发 )
itm_charlec_m_melee|沙 勒 维 尔 火 枪 (击 发 )
itm_charlec_m_melee_pl|沙 勒 维 尔 火 枪 (击 发 )
itm_etienne|艾 蒂 安 火 枪 
itm_etienne_pl|艾 蒂 安 火 枪 
itm_etienne_melee|艾 蒂 安 火 枪 
itm_etienne_melee_pl|艾 蒂 安 火 枪 
itm_etienne_m|艾 蒂 安 火 枪 
itm_etienne_m_pl|艾 蒂 安 火 枪 
itm_etienne_m_melee|艾 蒂 安 火 枪 
itm_etienne_m_melee_pl|艾 蒂 安 火 枪 
itm_minie|米 尼 步 枪 
itm_minie_pl|米 尼 步 枪 
itm_minie_melee|米 尼 步 枪 
itm_minie_melee_pl|米 尼 步 枪 
itm_minie_m|米 尼 步 枪 
itm_minie_m_pl|米 尼 步 枪 
itm_minie_m_melee|米 尼 步 枪 
itm_minie_m_melee_pl|米 尼 步 枪 
itm_chatt|猎 兵 步 枪 
itm_chatt_pl|猎 兵 步 枪 
itm_chatt_melee|猎 兵 步 枪 
itm_chatt_melee_pl|猎 兵 步 枪 
itm_chatt_s|猎 兵 步 枪 
itm_chatt_s_pl|猎 兵 步 枪 
itm_chatt_s_melee|猎 兵 步 枪 
itm_chatt_s_melee_pl|猎 兵 步 枪 
itm_chass|夏 塞 波 步 枪 
itm_chass_pl|夏 塞 波 步 枪 
itm_chass_melee|夏 塞 波 步 枪 
itm_chass_melee_pl|夏 塞 波 步 枪 
itm_chass_s|夏 塞 波 步 枪 
itm_chass_s_pl|夏 塞 波 步 枪 
itm_chass_s_melee|夏 塞 波 步 枪 
itm_chass_s_melee_pl|夏 塞 波 步 枪 
itm_dreyse|德 莱 赛 针 发 枪 
itm_dreyse_pl|德 莱 赛 针 发 枪 
itm_dreyse_melee|德 莱 赛 针 发 枪 
itm_dreyse_melee_pl|德 莱 赛 针 发 枪 
itm_dreyse_m|德 莱 赛 针 发 枪 
itm_dreyse_m_pl|德 莱 赛 针 发 枪 
itm_dreyse_m_melee|德 莱 赛 针 发 枪 
itm_dreyse_m_melee_pl|德 莱 赛 针 发 枪 
itm_an9mosquiton|短 管 卡 宾 枪 
itm_an9mosquiton_pl|短 管 卡 宾 枪 
itm_an9mosquiton_melee|短 管 卡 宾 枪 
itm_an9mosquiton_melee_pl|短 管 卡 宾 枪 
itm_mosquitonc|短 管 卡 宾 枪 
itm_mosquitonc_pl|短 管 卡 宾 枪 
itm_starrcarbine|斯 塔 尔 卡 宾 枪 
itm_starrcarbine_pl|斯 塔 尔 卡 宾 枪 
itm_spencerrifle|斯 宾 塞 连 发 步 枪 
itm_spencerrifle_pl|斯 宾 塞 连 发 步 枪 
itm_spencerrifle_melee|斯 宾 塞 连 发 步 枪 
itm_spencerrifle_melee_pl|斯 宾 塞 连 发 步 枪 
itm_spencercarbine|斯 宾 塞 连 发 卡 宾 枪 
itm_spencercarbine_pl|斯 宾 塞 连 发 卡 宾 枪 
itm_npc_coltnavy|科 尔 特 海 军 转 轮 手 枪 
itm_npc_coltnavy_pl|科 尔 特 海 军 转 轮 手 枪 
itm_npc_savage|萨 维 奇 海 军 转 轮 手 枪 
itm_npc_savage_pl|萨 维 奇 海 军 转 轮 手 枪 
itm_npc_starr|斯 塔 尔 双 动 转 轮 手 枪 
itm_npc_starr_pl|斯 塔 尔 双 动 转 轮 手 枪 
itm_npc_lef1|勒 福 舍 转 轮 手 枪 
itm_npc_lef1_pl|勒 福 舍 转 轮 手 枪 
itm_npc_lef2|勒 福 舍 转 轮 手 枪 
itm_npc_lef2_pl|勒 福 舍 转 轮 手 枪 
itm_npc_sw32|史 密 斯 和 韦 森 2 型 转 轮 手 枪 
itm_npc_sw32_pl|史 密 斯 和 韦 森 2 型 转 轮 手 枪 
itm_snider|斯 奈 德 步 枪 
itm_snider_pl|斯 奈 德 步 枪 
itm_snider_melee|斯 奈 德 步 枪 
itm_snider_melee_pl|斯 奈 德 步 枪 
itm_snider_m|斯 奈 德 步 枪 
itm_snider_m_pl|斯 奈 德 步 枪 
itm_snider_m_melee|斯 奈 德 步 枪 
itm_snider_m_melee_pl|斯 奈 德 步 枪 
itm_snider2band|斯 奈 德 步 枪 
itm_snider2band_pl|斯 奈 德 步 枪 
itm_snider2band_melee|斯 奈 德 步 枪 
itm_snider2band_melee_pl|斯 奈 德 步 枪 
itm_snider2band_s|斯 奈 德 步 枪 
itm_snider2band_s_pl|斯 奈 德 步 枪 
itm_snider2band_s_melee|斯 奈 德 步 枪 
itm_snider2band_s_melee_pl|斯 奈 德 步 枪 
itm_snider2short|斯 奈 德 卡 宾 枪 
itm_snider2short_pl|斯 奈 德 卡 宾 枪 
itm_snider2short_melee|斯 奈 德 卡 宾 枪 
itm_snider2short_melee_pl|斯 奈 德 卡 宾 枪 
itm_snider2short_s|斯 奈 德 卡 宾 枪 
itm_snider2short_s_pl|斯 奈 德 卡 宾 枪 
itm_snider2short_s_melee|斯 奈 德 卡 宾 枪 
itm_snider2short_s_melee_pl|斯 奈 德 卡 宾 枪 
itm_paperhat_1_1|阵 笠 
itm_paperhat_1_1_pl|阵 笠 
itm_paperhat_1_2|阵 笠 
itm_paperhat_1_2_pl|阵 笠 
itm_paperhat_1_3|阵 笠 
itm_paperhat_1_3_pl|阵 笠 
itm_paperhat_1_4|阵 笠 
itm_paperhat_1_4_pl|阵 笠 
itm_paperhat_2_1|阵 笠 
itm_paperhat_2_1_pl|阵 笠 
itm_paperhat_2_2|阵 笠 
itm_paperhat_2_2_pl|阵 笠 
itm_paperhat_2_3|阵 笠 
itm_paperhat_2_3_pl|阵 笠 
itm_paperhat_2_4|阵 笠 
itm_paperhat_2_4_pl|阵 笠 
itm_paperhat_3_1|阵 笠 
itm_paperhat_3_1_pl|阵 笠 
itm_paperhat_3_2|阵 笠 
itm_paperhat_3_2_pl|阵 笠 
itm_paperhat_3_3|阵 笠 
itm_paperhat_3_3_pl|阵 笠 
itm_paperhat_3_4|阵 笠 
itm_paperhat_3_4_pl|阵 笠 
itm_paperhat_3_0|阵 笠 
itm_paperhat_3_0_pl|阵 笠 
itm_paperhat_straw|笠 
itm_paperhat_straw_pl|笠 
itm_jing_t_off_1|阵 笠 
itm_jing_t_off_1_pl|阵 笠 
itm_jing_r_off_1|阵 笠 
itm_jing_r_off_1_pl|阵 笠 
itm_jing_t_off_2|阵 笠 
itm_jing_t_off_2_pl|阵 笠 
itm_jing_r_off_2|阵 笠 
itm_jing_r_off_2_pl|阵 笠 
itm_jing_t_off_3|阵 笠 
itm_jing_t_off_3_pl|阵 笠 
itm_jing_r_off_3|阵 笠 
itm_jing_r_off_3_pl|阵 笠 
itm_jing_t_off_4|阵 笠 
itm_jing_t_off_4_pl|阵 笠 
itm_jing_r_off_4|阵 笠 
itm_jing_r_off_4_pl|阵 笠 
itm_jing_suge|阵 笠 
itm_jing_suge_pl|阵 笠 
itm_jing_flat|阵 笠 
itm_jing_flat_pl|阵 笠 
itm_jing_arty|阵 笠 
itm_jing_arty_pl|阵 笠 
itm_jing_batt_1|阵 笠 
itm_jing_batt_1_pl|阵 笠 
itm_jing_batt_2|阵 笠 
itm_jing_batt_2_pl|阵 笠 
itm_jing_type|阵 笠 
itm_jing_type_pl|阵 笠 
itm_jing_t_naga|阵 笠 
itm_jing_t_naga_pl|阵 笠 
itm_jing_r_naga|阵 笠 
itm_jing_r_naga_pl|阵 笠 
itm_jing_t_toku2|阵 笠 
itm_jing_t_toku2_pl|阵 笠 
itm_jing_r_toku2|阵 笠 
itm_jing_r_toku2_pl|阵 笠 
itm_jing_t_imp|阵 笠 
itm_jing_t_imp_pl|阵 笠 
itm_jing_r_imp|阵 笠 
itm_jing_r_imp_pl|阵 笠 
itm_jing_t_toku|阵 笠 
itm_jing_t_toku_pl|阵 笠 
itm_jing_r_toku|阵 笠 
itm_jing_r_toku_pl|阵 笠 
itm_jing_t_hachi|阵 笠 
itm_jing_t_hachi_pl|阵 笠 
itm_jing_r_hachi|阵 笠 
itm_jing_r_hachi_pl|阵 笠 
itm_jing_t_satsu|阵 笠 
itm_jing_t_satsu_pl|阵 笠 
itm_jing_r_satsu|阵 笠 
itm_jing_r_satsu_pl|阵 笠 
itm_jing_t_mori|阵 笠 
itm_jing_t_mori_pl|阵 笠 
itm_jing_r_mori|阵 笠 
itm_jing_r_mori_pl|阵 笠 
itm_jing_t|阵 笠 
itm_jing_t_pl|阵 笠 
itm_jing_r|阵 笠 
itm_jing_r_pl|阵 笠 
itm_jing_cone|阵 笠 
itm_jing_cone_pl|阵 笠 
itm_bear_red|赤 熊 队 头 饰 
itm_bear_red_pl|赤 熊 队 头 饰 
itm_bear_white|白 熊 队 头 饰 
itm_bear_white_pl|白 熊 队 头 饰 
itm_bear_black|黑 熊 队 头 饰 
itm_bear_black_pl|黑 熊 队 头 饰 
itm_bandana_heian|头 带 
itm_bandana_heian_pl|头 带 
itm_bandana|头 带 
itm_bandana_pl|头 带 
itm_bandana2|头 带 
itm_bandana2_pl|头 带 
itm_cap_1_1|帽 子 
itm_cap_1_1_pl|帽 子 
itm_cap_1_2|帽 子 
itm_cap_1_2_pl|帽 子 
itm_cap_1_3|帽 子 
itm_cap_1_3_pl|帽 子 
itm_cap_1_4|帽 子 
itm_cap_1_4_pl|帽 子 
itm_cap_2_1|帽 子 
itm_cap_2_1_pl|帽 子 
itm_cap_2_2|帽 子 
itm_cap_2_2_pl|帽 子 
itm_cap_2_3|帽 子 
itm_cap_2_3_pl|帽 子 
itm_cap_3_2|帽 子 
itm_cap_3_2_pl|帽 子 
itm_cap_3_3|帽 子 
itm_cap_3_3_pl|帽 子 
itm_koteheadwrap|锁 兜 
itm_koteheadwrap_pl|锁 兜 
itm_koteheadwrap2|锁 兜 
itm_koteheadwrap2_pl|锁 兜 
itm_koteheadwrap3|锁 兜 
itm_koteheadwrap3_pl|锁 兜 
itm_gekokujo_kotesuit|锁 帷 子 
itm_gekokujo_kotesuit_pl|锁 帷 子 
itm_rs_hakama_1_1|军 装 
itm_rs_hakama_1_1_pl|军 装 
itm_rs_hakama_1_2|军 装 
itm_rs_hakama_1_2_pl|军 装 
itm_rs_hakama_1_3|军 装 
itm_rs_hakama_1_3_pl|军 装 
itm_rs_hakama_1_4|军 装 
itm_rs_hakama_1_4_pl|军 装 
itm_rs_hakama_1_5|军 装 
itm_rs_hakama_1_5_pl|军 装 
itm_rs_hakama_1_5bag|军 装 
itm_rs_hakama_1_5bag_pl|军 装 
itm_rs_hakama_1_1stripe|军 装 
itm_rs_hakama_1_1stripe_pl|军 装 
itm_rs_hakama_1_3stripe|军 装 
itm_rs_hakama_1_3stripe_pl|军 装 
itm_rs_hakama_2_1|军 装 
itm_rs_hakama_2_1_pl|军 装 
itm_rs_hakama_2_2|军 装 
itm_rs_hakama_2_2_pl|军 装 
itm_rs_hakama_2_3|军 装 
itm_rs_hakama_2_3_pl|军 装 
itm_rs_hakama_2_4|军 装 
itm_rs_hakama_2_4_pl|军 装 
itm_rs_hakama_2_5|军 装 
itm_rs_hakama_2_5_pl|军 装 
itm_rs_hapants_1_1|长 裤 
itm_rs_hapants_1_1_pl|长 裤 
itm_rs_hapants_1_2|长 裤 
itm_rs_hapants_1_2_pl|长 裤 
itm_rs_hapants_1_3|长 裤 
itm_rs_hapants_1_3_pl|长 裤 
itm_rs_hapants_1_4|长 裤 
itm_rs_hapants_1_4_pl|长 裤 
itm_rs_hapants_1_5|长 裤 
itm_rs_hapants_1_5_pl|长 裤 
itm_rs_pants_1_1|长 裤 
itm_rs_pants_1_1_pl|长 裤 
itm_rs_pants_1_2|长 裤 
itm_rs_pants_1_2_pl|长 裤 
itm_rs_pants_1_3|长 裤 
itm_rs_pants_1_3_pl|长 裤 
itm_rs_pants_1_4|长 裤 
itm_rs_pants_1_4_pl|长 裤 
itm_rs_pants_1_6|长 裤 
itm_rs_pants_1_6_pl|长 裤 
itm_rs_pants_2_1|长 裤 
itm_rs_pants_2_1_pl|长 裤 
itm_rs_pants_2_2|长 裤 
itm_rs_pants_2_2_pl|长 裤 
itm_rs_pants_2_3|长 裤 
itm_rs_pants_2_3_pl|长 裤 
itm_rs_pants_2_4|长 裤 
itm_rs_pants_2_4_pl|长 裤 
itm_rs_pants_2_6|长 裤 
itm_rs_pants_2_6_pl|长 裤 
itm_rs_pants_3_1|长 裤 
itm_rs_pants_3_1_pl|长 裤 
itm_rs_pants_3_2|长 裤 
itm_rs_pants_3_2_pl|长 裤 
itm_rs_pants_3_3|长 裤 
itm_rs_pants_3_3_pl|长 裤 
itm_rs_pants_3_4|长 裤 
itm_rs_pants_3_4_pl|长 裤 
itm_rs_guard_pants|长 裤 
itm_rs_guard_pants_pl|长 裤 
itm_rs_lancer_pants|骑 兵 靴 
itm_rs_lancer_pants_pl|骑 兵 靴 
itm_rs_lancer|骑 兵 靴 
itm_rs_lancer_pl|骑 兵 靴 
itm_rs_hakshirt|军 装 
itm_rs_hakshirt_pl|军 装 
itm_rs_hakshirt1|军 装 
itm_rs_hakshirt1_pl|军 装 
itm_rs_hakshirt2|军 装 
itm_rs_hakshirt2_pl|军 装 
itm_rs_hakshirt3|军 装 
itm_rs_hakshirt3_pl|军 装 
itm_rs_hakshirt6|军 装 
itm_rs_hakshirt6_pl|军 装 
itm_rs_inf_sats_1|军 装 
itm_rs_inf_sats_1_pl|军 装 
itm_rs_inf_sats_2|军 装 
itm_rs_inf_sats_2_pl|军 装 
itm_rs_inf_chos_1|军 装 
itm_rs_inf_chos_1_pl|军 装 
itm_rs_inf_chos_2|军 装 
itm_rs_inf_chos_2_pl|军 装 
itm_sendai_gaku_1|军 装 
itm_sendai_gaku_1_pl|军 装 
itm_sendai_gaku_2|军 装 
itm_sendai_gaku_2_pl|军 装 
itm_sendai_guard|军 装 
itm_sendai_guard_pl|军 装 
itm_sendai_kepi|法 式 军 帽 
itm_sendai_kepi_pl|法 式 军 帽 
itm_gekokujo_su_yari_lance|素 枪 
itm_gekokujo_su_yari_lance_pl|素 枪 
itm_jap_infantry_guard|传 习 队 装 束 
itm_jap_infantry_guard_pl|传 习 队 装 束 
itm_jap_infantry_guard2|传 习 队 装 束 
itm_jap_infantry_guard2_pl|传 习 队 装 束 
itm_rs_bullets_1|步 枪 弹 药 
itm_rs_bullets_1_pl|步 枪 弹 药 
itm_rs_bullets_2|步 枪 弹 药 
itm_rs_bullets_2_pl|步 枪 弹 药 
itm_rs_spencer_ammo|斯 宾 塞 弹 药 
itm_rs_spencer_ammo_pl|斯 宾 塞 弹 药 
itm_rs_spencer_ammo2|斯 宾 塞 弹 药 
itm_rs_spencer_ammo2_pl|斯 宾 塞 弹 药 
itm_rs_inf_imp_1|军 装 
itm_rs_inf_imp_1_pl|军 装 
itm_rs_inf_imp_2|军 装 
itm_rs_inf_imp_2_pl|军 装 
itm_rs_inf_aizu_1|军 装 
itm_rs_inf_aizu_1_pl|军 装 
itm_rs_inf_aizu_2|军 装 
itm_rs_inf_aizu_2_pl|军 装 
itm_sendai_guard_pants|长 裤 
itm_sendai_guard_pants_pl|长 裤 
itm_rs_inf_send_1|军 装 
itm_rs_inf_send_1_pl|军 装 
itm_rs_inf_send_2|军 装 
itm_rs_inf_send_2_pl|军 装 
itm_rs_hakshirt5|军 装 
itm_rs_hakshirt5_pl|军 装 
itm_rs_pants_1_5|长 裤 
itm_rs_pants_1_5_pl|长 裤 
itm_rs_pants_2_5|长 裤 
itm_rs_pants_2_5_pl|长 裤 
itm_rs_pants_3_5|长 裤 
itm_rs_pants_3_5_pl|长 裤 
itm_rs_inf_baku_1|军 装 
itm_rs_inf_baku_1_pl|军 装 
itm_rs_inf_baku_2|军 装 
itm_rs_inf_baku_2_pl|军 装 
itm_tane3_pistol|短 筒 
itm_tane3_pistol_pl|短 筒 
itm_tane2_chuzutsu|种 子 岛 筒 
itm_tane2_chuzutsu_pl|种 子 岛 筒 
itm_newhak1|武 士 装 
itm_newhak1_pl|武 士 装 
itm_newhak2|武 士 装 
itm_newhak2_pl|武 士 装 
itm_newhak3|武 士 装 
itm_newhak3_pl|武 士 装 
itm_newhak4|武 士 装 
itm_newhak4_pl|武 士 装 
itm_newhao1|武 士 装 
itm_newhao1_pl|武 士 装 
itm_newhao2|武 士 装 
itm_newhao2_pl|武 士 装 
itm_newhao3|武 士 装 
itm_newhao3_pl|武 士 装 
itm_newhao4|武 士 装 
itm_newhao4_pl|武 士 装 
itm_rs_hao_1|军 官 服 
itm_rs_hao_1_pl|军 官 服 
itm_rs_hao_2|军 官 服 
itm_rs_hao_2_pl|军 官 服 
itm_rs_hao_3|军 官 服 
itm_rs_hao_3_pl|军 官 服 
itm_haoriarmor1|甲 胄 装 
itm_haoriarmor1_pl|甲 胄 装 
itm_haoriarmor2|甲 胄 装 
itm_haoriarmor2_pl|甲 胄 装 
itm_haoriarmor3|甲 胄 装 
itm_haoriarmor3_pl|甲 胄 装 
itm_haoriarmor4|甲 胄 装 
itm_haoriarmor4_pl|甲 胄 装 
itm_haoriarmor5|甲 胄 装 
itm_haoriarmor5_pl|甲 胄 装 
itm_haoriarmor6|甲 胄 装 
itm_haoriarmor6_pl|甲 胄 装 
itm_haoriarmor7|甲 胄 装 
itm_haoriarmor7_pl|甲 胄 装 
itm_haoriarmor8|甲 胄 装 
itm_haoriarmor8_pl|甲 胄 装 
itm_haoriarmor9|甲 胄 装 
itm_haoriarmor9_pl|甲 胄 装 
itm_haorishinsengumi|新 选 组 服 装 
itm_haorishinsengumi_pl|新 选 组 服 装 
itm_rs_hao_0|军 官 服 
itm_rs_hao_0_pl|军 官 服 
itm_bandana_shog|头 带 
itm_bandana_shog_pl|头 带 
itm_bandana_shin|头 带 
itm_bandana_shin_pl|头 带 
itm_rs_frock1|军 装 
itm_rs_frock1_pl|军 装 
itm_rs_frock2|军 装 
itm_rs_frock2_pl|军 装 
itm_rs_frock3|军 装 
itm_rs_frock3_pl|军 装 
itm_rs_frock4|军 装 
itm_rs_frock4_pl|军 装 
itm_rs_dragoon|军 装 
itm_rs_dragoon_pl|军 装 
itm_rs_dragoon2|军 装 
itm_rs_dragoon2_pl|军 装 
itm_jap_infantry_officer_pants|骑 兵 靴 
itm_jap_infantry_officer_pants_pl|骑 兵 靴 
itm_rs_cavalry_officer_pants|骑 兵 靴 
itm_rs_cavalry_officer_pants_pl|骑 兵 靴 
itm_rs_officer1|军 装 
itm_rs_officer1_pl|军 装 
itm_rs_katana_1|打 刀 
itm_rs_katana_1_pl|打 刀 
itm_rs_katana_2|打 刀 
itm_rs_katana_2_pl|打 刀 
itm_rs_katana_3|打 刀 
itm_rs_katana_3_pl|打 刀 
itm_rs_katana_5|打 刀 
itm_rs_katana_5_pl|打 刀 
itm_rs_katana_6|打 刀 
itm_rs_katana_6_pl|打 刀 
itm_rs_katana_7|打 刀 
itm_rs_katana_7_pl|打 刀 
itm_rs_katana_8|打 刀 
itm_rs_katana_8_pl|打 刀 
itm_rs_katana_9|打 刀 
itm_rs_katana_9_pl|打 刀 
itm_british_light_cav_sabre|轻 骑 兵 军 刀 
itm_british_light_cav_sabre_pl|轻 骑 兵 军 刀 
itm_french_light_cav_sabre|轻 骑 兵 军 刀 
itm_french_light_cav_sabre_pl|轻 骑 兵 军 刀 
itm_french_light_cav_sabre2|轻 骑 兵 军 刀 
itm_french_light_cav_sabre2_pl|轻 骑 兵 军 刀 
itm_french_line_cav_sabre|轻 骑 兵 军 刀 
itm_french_line_cav_sabre_pl|轻 骑 兵 军 刀 
itm_gekokujo_jinbaori_10|将 军 臑 当 
itm_gekokujo_jinbaori_10_pl|将 军 臑 当 
itm_rs_jin1|阵 羽 织 
itm_rs_jin1_pl|阵 羽 织 
itm_rs_jin2|阵 羽 织 
itm_rs_jin2_pl|阵 羽 织 
itm_newhak5|武 士 装 
itm_newhak5_pl|武 士 装 
itm_newhak6|武 士 装 
itm_newhak6_pl|武 士 装 
itm_newhak7|武 士 装 
itm_newhak7_pl|武 士 装 
itm_paperhat_4_1|阵 笠 
itm_paperhat_4_1_pl|阵 笠 
itm_paperhat_4_2|阵 笠 
itm_paperhat_4_2_pl|阵 笠 
itm_paperhat_4_3|阵 笠 
itm_paperhat_4_3_pl|阵 笠 
itm_paperhat_4_4|阵 笠 
itm_paperhat_4_4_pl|阵 笠 
itm_rs_wakizashi_1|肋 差 
itm_rs_wakizashi_1_pl|肋 差 
itm_rs_wakizashi_2|肋 差 
itm_rs_wakizashi_2_pl|肋 差 
itm_rs_wakizashi_3|肋 差 
itm_rs_wakizashi_3_pl|肋 差 
itm_rs_wakizashi_5|肋 差 
itm_rs_wakizashi_5_pl|肋 差 
itm_rs_wakizashi_6|肋 差 
itm_rs_wakizashi_6_pl|肋 差 
itm_rs_wakizashi_7|肋 差 
itm_rs_wakizashi_7_pl|肋 差 
itm_rs_wakizashi_8|肋 差 
itm_rs_wakizashi_8_pl|肋 差 
itm_rs_wakizashi_9|肋 差 
itm_rs_wakizashi_9_pl|肋 差 
itm_newhao5|武 士 装 
itm_newhao5_pl|武 士 装 
itm_newhao6|武 士 装 
itm_newhao6_pl|武 士 装 
itm_newhao7|武 士 装 
itm_newhao7_pl|武 士 装 
itm_newhao8|武 士 装 
itm_newhao8_pl|武 士 装 
itm_newhao9|武 士 装 
itm_newhao9_pl|武 士 装 
itm_newhao10|武 士 装 
itm_newhao10_pl|武 士 装 
itm_jing_ogaki|阵 笠 
itm_jing_ogaki_pl|阵 笠 
itm_yamacoat|鸟 取 服 饰 
itm_yamacoat_pl|鸟 取 服 饰 
itm_yamacoat2|鸟 取 服 饰 
itm_yamacoat2_pl|鸟 取 服 饰 
itm_jing_t_hair|阵 笠 
itm_jing_t_hair_pl|阵 笠 
itm_sharps|夏 普 斯 步 枪 
itm_sharps_pl|夏 普 斯 步 枪 
itm_sharps_melee|夏 普 斯 步 枪 
itm_sharps_melee_pl|夏 普 斯 步 枪 
itm_sharpscarbine|夏 普 斯 卡 宾 枪 
itm_sharpscarbine_pl|夏 普 斯 卡 宾 枪 
itm_rs_coat|军 装 
itm_rs_coat_pl|军 装 
itm_jap_infantry_tosa_pants|大 衣 靴 
itm_jap_infantry_tosa_pants_pl|大 衣 靴 
itm_bowler1|圆 顶 礼 帽 
itm_bowler1_pl|圆 顶 礼 帽 
itm_bowler2|圆 顶 礼 帽 
itm_bowler2_pl|圆 顶 礼 帽 
itm_bowler3|圆 顶 礼 帽 
itm_bowler3_pl|圆 顶 礼 帽 
itm_abowler1|圆 顶 礼 帽 
itm_abowler1_pl|圆 顶 礼 帽 
itm_abowler2|圆 顶 礼 帽 
itm_abowler2_pl|圆 顶 礼 帽 
itm_abowler3|圆 顶 礼 帽 
itm_abowler3_pl|圆 顶 礼 帽 
itm_rs_cavalry_officer_pants2|骑 兵 靴 
itm_rs_cavalry_officer_pants2_pl|骑 兵 靴 
itm_frock1red|长 礼 服 
itm_frock1red_pl|长 礼 服 
itm_frock2black|长 礼 服 
itm_frock2black_pl|长 礼 服 
itm_frock3plaid|长 礼 服 
itm_frock3plaid_pl|长 礼 服 
itm_frock4grey|长 礼 服 
itm_frock4grey_pl|长 礼 服 
itm_frock5green|长 礼 服 
itm_frock5green_pl|长 礼 服 
itm_frock6beige|长 礼 服 
itm_frock6beige_pl|长 礼 服 
itm_frock7darkgrey|长 礼 服 
itm_frock7darkgrey_pl|长 礼 服 
itm_frock8brown|长 礼 服 
itm_frock8brown_pl|长 礼 服 
itm_generic_priest|牧 师 服 
itm_generic_priest_pl|牧 师 服 
itm_fran_sailor|水 手 服 
itm_fran_sailor_pl|水 手 服 
itm_rs_mariner2|水 手 服 
itm_rs_mariner2_pl|水 手 服 
itm_british_seaman_hat_1|水 手 服 
itm_british_seaman_hat_1_pl|水 手 服 
itm_fr_naval_hat_01|水 手 帽 
itm_fr_naval_hat_01_pl|水 手 帽 
itm_yoshinobu|将 军 服 
itm_yoshinobu_pl|将 军 服 
itm_fr_general|将 军 制 服 
itm_fr_general_pl|将 军 制 服 
itm_fr_naval_hat_officer|军 官 帽 
itm_fr_naval_hat_officer_pl|军 官 帽 
itm_scopedsharps|带 瞄 准 镜 的 夏 普 斯 步 枪 
itm_scopedsharps_pl|带 瞄 准 镜 的 夏 普 斯 步 枪 
itm_new_item1|练 习 弓 
itm_new_item1_pl|练 习 弓 
itm_gekokujo_light_suneate_1|轻 筱 臑 当 
itm_gekokujo_light_suneate_1_pl|轻 筱 臑 当 
itm_gekokujo_light_suneate_2|轻 筱 臑 当 
itm_gekokujo_light_suneate_2_pl|轻 筱 臑 当 
itm_gekokujo_light_suneate_3|轻 筱 臑 当 
itm_gekokujo_light_suneate_3_pl|轻 筱 臑 当 
itm_royal_marine_forage_cap1|便 帽 
itm_royal_marine_forage_cap1_pl|便 帽 
itm_m|德 莱 赛 针 发 枪 
itm_m_pl|德 莱 赛 针 发 枪 
itm_cm|德 式 步 枪 
itm_cm_pl|德 式 步 枪 
itm_bs|斯 奈 德 步 枪 
itm_bs_pl|斯 奈 德 步 枪 
itm_ts|猎 兵 步 枪 
itm_ts_pl|猎 兵 步 枪 
itm_player_nobori|旗 
itm_player_nobori_pl|旗 
itm_gekokujo_bullets_2|子 弹 
itm_gekokujo_bullets_2_pl|子 弹 
itm_Beaumont_Adams_Revolver|博 蒙 德 亚 当 斯 转 轮 手 枪 
